Current p53 cistrome Gene Symbol,Gene(s),Peak w/DEGs,Peak w/o DEGs,up,down,Gene,Gene ID,Current p53 cistrome Gene Symbol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDB2,DDB2|1643,14,2,14,,DDB2,1643,DDB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTX4,DTX4|23220,2,1,2,,DTX4,23220,DTX4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VWCE,VWCE|220001,6,6,6,,VWCE,220001,VWCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIR1908,MIR1908|100302263;FADS1|3992,1,9,1,,MIR1908,100302263,MIR1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FADS1,MIR1908|100302263;FADS1|3992,1,9,1,,FADS1,3992,FADS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FADS3,FADS3|3995,2,4,2,,FADS3,3995,FADS3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDC42BPG,CDC42BPG|55561,2,8,2,,CDC42BPG,55561,CDC42BPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNHIT2,ZNHIT2|741;MRPL49|740;FAU|2197,2,3,2,,ZNHIT2,741,ZNHIT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRPL49,ZNHIT2|741;MRPL49|740;FAU|2197,2,3,2,,MRPL49,740,MRPL49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLC25A45,SLC25A45|283130;FRMD8|83786,2,6,2,,SLC25A45,283130,SLC25A45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEAT1,NEAT1|283131,5,11,5,,NEAT1,283131,NEAT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MALAT1,MALAT1|378938,1,6,1,,MALAT1,378938,MALAT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FOSL1,FOSL1|8061,2,8,2,,FOSL1,8061,FOSL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRAP1,DRAP1|10589,1,2,1,,DRAP1,10589,DRAP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBM14,RBM14-RBM4|100526737;RBM14|10432,1,10,,1,RBM14,10432,RBM14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RHOD,RHOD|29984,2,3,2,,RHOD,29984,RHOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMT5B,SUV420H1|51111,1,13,1,,SUV420H1,51111,KMT5B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE2A,PDE2A|5138,3,4,3,,PDE2A,5138,PDE2A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WNT11,WNT11|7481,1,2,1,,WNT11,7481,WNT11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOC101928837,LOC101928837|101928837,2,6,2,,LOC101928837,101928837,LOC101928837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TENM4,TENM4|26011,1,1,,1,TENM4,26011,TENM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCDC90B,CCDC90B|60492,5,6,5,,CCDC90B,60492,CCDC90B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYTL2,SYTL2|54843,1,8,1,,SYTL2,54843,SYTL2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EED,EED|8726,2,6,2,,EED,8726,EED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IZUMO1R,IZUMO1R|390243,1,8,1,,IZUMO1R,390243,IZUMO1R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRSF8,SRSF8|10929,1,12,1,,SRSF8,10929,SRSF8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAML2,MAML2|84441,1,3,,1,MAML2,84441,MAML2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POU2AF1,POU2AF1|5450,1,1,1,,POU2AF1,5450,POU2AF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C11orf88,MIR34C|407042;C11orf88|399949;MIR34B|407041,2,13,2,,C11orf88,399949,C11orf88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRYAB,HSPB2|3316;HSPB2-C11orf52|100528019;CRYAB|1410,1,2,1,,CRYAB,1410,CRYAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKK1,ANKK1|255239,1,9,,1,ANKK1,255239,ANKK1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRD2,DRD2|1813,1,5,1,,DRD2,1813,DRD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FXYD2,FXYD2|486,1,3,1,,FXYD2,486,FXYD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCN4B,SCN4B|6330,4,6,4,,SCN4B,6330,SCN4B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NLRX1,NLRX1|79671,1,0,1,,NLRX1,79671,NLRX1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TBCEL,TBCEL|219899,1,1,1,,TBCEL,219899,TBCEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SORL1,SORL1|6653,3,2,3,,SORL1,6653,SORL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UBASH3B,UBASH3B|84959,2,4,2,,UBASH3B,84959,UBASH3B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NTM,NTM|50863,2,8,,2,NTM,50863,NTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCDC77,CCDC77|84318,1,0,,1,CCDC77,84318,CCDC77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCP1B,DCP1B|196513,9,7,9,,DCP1B,196513,DCP1B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIGAR,C12orf5|57103,10,3,10,,C12orf5,57103,TIGAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LPCAT3,LPCAT3|10162,1,2,1,,LPCAT3,10162,LPCAT3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2AFJ,H2AFJ|55766,1,2,1,,H2AFJ,55766,H2AFJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DERA,DERA|51071,2,12,2,,DERA,51071,DERA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHLHE41,BHLHE41|79365,1,0,,1,BHLHE41,79365,BHLHE41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TM7SF3,TM7SF3|51768,8,5,8,,TM7SF3,51768,TM7SF3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPFIBP1,PPFIBP1|8496,1,3,,1,PPFIBP1,8496,PPFIBP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSPAN11,TSPAN11|441631,4,3,4,,TSPAN11,441631,TSPAN11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMN1,AMN1|196394,2,6,2,,AMN1,196394,AMN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIF21A,KIF21A|55605,1,0,,1,KIF21A,55605,KIF21A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRICKLE1,PRICKLE1|144165,1,1,,1,PRICKLE1,144165,PRICKLE1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERS5,CERS5|91012,1,10,1,,CERS5,91012,CERS5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
METTL7A,METTL7A|25840,4,10,4,,METTL7A,25840,METTL7A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRT3,KRT3|3850,1,2,1,,KRT3,3850,KRT3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRT79,KRT79|338785,1,0,1,,KRT79,338785,KRT79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRT8,KRT8|3856,1,1,,1,KRT8,3856,KRT8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF385A,ZNF385A|25946,1,0,1,,ZNF385A,25946,ZNF385A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGKA,DGKA|1606,4,0,4,,DGKA,1606,DGKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIMELESS,TIMELESS|8914,1,0,,1,TIMELESS,8914,TIMELESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLS2,GLS2|27165,4,1,4,,GLS2,27165,GLS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLI1,GLI1|2735,1,1,,1,GLI1,2735,GLI1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDIT3,DDIT3|1649;MBD6|114785,1,7,1,,DDIT3,1649,DDIT3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM19A2,FAM19A2|338811,2,12,2,,FAM19A2,338811,FAM19A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MON2,MON2|23041,1,3,1,,MON2,23041,MON2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMEM5-AS1,TMEM5-AS1|104169670,2,1,2,,TMEM5-AS1,104169670,TMEM5-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RASSF3,RASSF3|283349,1,8,1,,RASSF3,283349,RASSF3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDM2,LOC100130075|100130075;MDM2|4193,14,2,14,,MDM2,4193,MDM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRS2,FRS2|10818,1,3,1,,FRS2,10818,FRS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTPRB,PTPRB|5787,1,0,1,,PTPRB,5787,PTPRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTPRR,PTPRR|5801,1,1,,1,PTPRR,5801,PTPRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRHDE-AS1,TRHDE-AS1|283392,2,2,2,,TRHDE-AS1,283392,TRHDE-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E2F7,E2F7|144455,4,10,4,,E2F7,144455,E2F7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYT1,SYT1|6857,1,0,1,,SYT1,6857,SYT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KITLG,KITLG|4254,7,9,7,,KITLG,4254,KITLG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUSP6,DUSP6|1848,1,2,,1,DUSP6,1848,DUSP6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NTN4,NTN4|59277,1,2,1,,NTN4,59277,NTN4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APAF1,APAF1|317,3,5,3,,APAF1,317,APAF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C12orf45,C12orf45|121053,4,2,4,,C12orf45,121053,C12orf45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTBD11,BTBD11|121551,1,9,1,,BTBD11,121551,BTBD11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSCD2,WSCD2|9671,1,1,,1,WSCD2,9671,WSCD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRPV4,TRPV4|59341,1,10,,1,TRPV4,59341,TRPV4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLTP,GLTP|51228,1,0,1,,GLTP,51228,GLTP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IQCD,IQCD|115811,1,2,1,,IQCD,115811,IQCD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOS1,NOS1|4842,1,0,1,,NOS1,4842,NOS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRKAB1,PRKAB1|5564,5,5,5,,PRKAB1,5564,PRKAB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRIAP1,TRIAP1|51499;GATC|283459,11,4,11,,TRIAP1,51499,TRIAP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GATC,TRIAP1|51499;GATC|283459,1,4,,1,GATC,283459,GATC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKA3,SKA3|221150,1,1,,1,SKA3,221150,SKA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RFC3,RFC3|5983,1,2,,1,RFC3,5983,RFC3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFM1,UFM1|51569,1,5,1,,UFM1,51569,UFM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FOXO1,FOXO1|2308,1,3,,1,FOXO1,2308,FOXO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LRCH1,LRCH1|23143,1,3,,1,LRCH1,23143,LRCH1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCBTB1,RCBTB1|55213,1,5,1,,RCBTB1,55213,RCBTB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DLEU7,DLEU7|220107,1,13,,1,DLEU7,220107,DLEU7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZIC2,ZIC2|7546,1,0,,1,ZIC2,7546,ZIC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINC00346,LINC00346|283487,1,3,1,,LINC00346,283487,LINC00346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUBGCP3,TUBGCP3|10426,1,1,,1,TUBGCP3,10426,TUBGCP3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEP1,TEP1|7011,1,3,1,,TEP1,7011,TEP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANG,ANG|283;RNASE4|6038,1,0,1,,ANG,283,ANG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNASE7,RNASE7|84659,2,6,2,,RNASE7,84659,RNASE7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMEM253,TMEM253|643382,2,9,2,,TMEM253,643382,TMEM253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LRP10,LRP10|26020,1,3,1,,LRP10,26020,LRP10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJUBA,AJUBA|84962,2,6,2,,AJUBA,84962,AJUBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLC7A8,SLC7A8|23428,1,0,1,,SLC7A8,23428,SLC7A8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHRS2,DHRS2|10202,3,10,2,1,DHRS2,10202,DHRS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TINF2,TINF2|26277,1,1,1,,TINF2,26277,TINF2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADCY4,ADCY4|196883,1,0,1,,ADCY4,196883,ADCY4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NYNRIN,NYNRIN|57523,1,6,1,,NYNRIN,57523,NYNRIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AKAP6,AKAP6|9472,3,12,,3,AKAP6,9472,AKAP6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRMS1L,BRMS1L|84312,5,2,5,,BRMS1L,84312,BRMS1L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRMD6,FRMD6|122786,2,4,,2,FRMD6,122786,FRMD6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGRRF1,CGRRF1|10668,1,1,1,,CGRRF1,10668,CGRRF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLJ22447,FLJ22447|400221,2,4,2,,FLJ22447,400221,FLJ22447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIF1A,HIF1A|3091;HIF1A-AS1|100750246,1,0,,1,HIF1A,3091,HIF1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPHN,GPHN|10243,3,7,,3,GPHN,10243,GPHN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFP36L1,ZFP36L1|677,1,4,1,,ZFP36L1,677,ZFP36L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTN1,ACTN1|87,1,4,,1,ACTN1,87,ACTN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTN1-AS1,ACTN1-AS1|161159,1,2,1,,ACTN1-AS1,161159,ACTN1-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUSD6,SUSD6|9766,4,5,4,,SUSD6,9766,SUSD6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRSF5,SRSF5|6430,1,2,1,,SRSF5,6430,SRSF5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPF3,DPF3|8110,1,0,1,,DPF3,8110,DPF3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPLN,PAPLN|89932,1,0,1,,PAPLN,89932,PAPLN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGF,PGF|5228,1,0,1,,PGF,5228,PGF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOC283575,LOC283575|283575,1,2,1,,LOC283575,283575,LOC283575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMEM63C,TMEM63C|57156,1,1,,1,TMEM63C,57156,TMEM63C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLRT2,FLRT2|23768,3,3,3,,FLRT2,23768,FLRT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FOXN3,FOXN3|1112,2,12,,2,FOXN3,1112,FOXN3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KCNK13,KCNK13|56659,1,0,1,,KCNK13,56659,KCNK13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPR68,GPR68|8111,1,0,,1,GPR68,8111,GPR68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATXN3,ATXN3|4287,1,9,1,,ATXN3,4287,ATXN3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDKRB2,BDKRB2|624,1,6,,1,BDKRB2,624,BDKRB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPOLA,PAPOLA|10914,1,0,,1,PAPOLA,10914,PAPOLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCL11B,BCL11B|64919,1,1,,1,BCL11B,64919,BCL11B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C14orf180,C14orf180|400258,1,0,1,,C14orf180,400258,C14orf180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEP170B,CEP170B|283638,1,0,1,,CEP170B,283638,CEP170B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AHNAK2,AHNAK2|113146;C14orf79|122616,2,5,2,,AHNAK2,113146,AHNAK2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLBA1,AHNAK2|113146;C14orf79|122616,2,5,2,,C14orf79,122616,CLBA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRPM1,TRPM1|4308,2,12,2,,TRPM1,4308,TRPM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMN1,FMN1|342184,1,0,1,,FMN1,342184,FMN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C15orf41,C15orf41|84529,1,0,,1,C15orf41,84529,C15orf41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAK6,PAK6|56924,1,1,1,,PAK6,56924,PAK6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INAFM2,INAFM2|100505573,2,5,2,,INAFM2,100505573,INAFM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHST14,CHST14|113189,2,5,2,,CHST14,113189,CHST14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHAC1,CHAC1|79094,1,0,,1,CHAC1,79094,CHAC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JMJD7,JMJD7|100137047;JMJD7-PLA2G4B|8681,1,1,1,,JMJD7,100137047,JMJD7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP4E1,AP4E1|23431,1,0,1,,AP4E1,23431,AP4E1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
